station_id,station_name,hour,sample_time,metric,value
239,0c47f6ba-6dd1-41ba-a151-58637b8e8315,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,0.0
239,0c47f6ba-6dd1-41ba-a151-58637b8e8315,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
239,0c47f6ba-6dd1-41ba-a151-58637b8e8315,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,0.0
239,0c47f6ba-6dd1-41ba-a151-58637b8e8315,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
239,0c47f6ba-6dd1-41ba-a151-58637b8e8315,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,0.0
239,0c47f6ba-6dd1-41ba-a151-58637b8e8315,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,0.0
251,0c9f7260-fdef-4ac4-9e1f-4ecd91554f81,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,12.0
251,0c9f7260-fdef-4ac4-9e1f-4ecd91554f81,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
251,0c9f7260-fdef-4ac4-9e1f-4ecd91554f81,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,19.0
251,0c9f7260-fdef-4ac4-9e1f-4ecd91554f81,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
251,0c9f7260-fdef-4ac4-9e1f-4ecd91554f81,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,32.0
251,0c9f7260-fdef-4ac4-9e1f-4ecd91554f81,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,35.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,0.0
1032,3517c850-fd4a-4b17-9072-6dd678d9a039,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,0.0
1649,542670d5-820e-4773-8914-1619a79bb096,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,0.0
1649,542670d5-820e-4773-8914-1619a79bb096,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
1649,542670d5-820e-4773-8914-1619a79bb096,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,0.0
1649,542670d5-820e-4773-8914-1619a79bb096,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
1649,542670d5-820e-4773-8914-1619a79bb096,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,0.0
1649,542670d5-820e-4773-8914-1619a79bb096,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,0.0
1673,55a5eeee-5e42-409b-9c48-eb543c7b88b5,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,0.0
1673,55a5eeee-5e42-409b-9c48-eb543c7b88b5,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
1673,55a5eeee-5e42-409b-9c48-eb543c7b88b5,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,0.0
1673,55a5eeee-5e42-409b-9c48-eb543c7b88b5,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
1673,55a5eeee-5e42-409b-9c48-eb543c7b88b5,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,0.0
1673,55a5eeee-5e42-409b-9c48-eb543c7b88b5,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,0.0
2162,6f0d539f-9b3a-474f-b5b0-94e5a7206314,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,0.0
2162,6f0d539f-9b3a-474f-b5b0-94e5a7206314,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
2162,6f0d539f-9b3a-474f-b5b0-94e5a7206314,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,0.0
2162,6f0d539f-9b3a-474f-b5b0-94e5a7206314,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
2162,6f0d539f-9b3a-474f-b5b0-94e5a7206314,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,0.0
2162,6f0d539f-9b3a-474f-b5b0-94e5a7206314,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,0.0
2724,8bc62e3f-fa69-490b-8b47-5994e4c7b197,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,discharge,17.0
2724,8bc62e3f-fa69-490b-8b47-5994e4c7b197,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,discharge,
2724,8bc62e3f-fa69-490b-8b47-5994e4c7b197,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,discharge,17.0
2724,8bc62e3f-fa69-490b-8b47-5994e4c7b197,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,discharge,
2724,8bc62e3f-fa69-490b-8b47-5994e4c7b197,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,discharge,17.0
2724,8bc62e3f-fa69-490b-8b47-5994e4c7b197,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,discharge,17.0
