station_id,station_name,hour,sample_time,metric,value
2102,6c39d4b5-ba0c-4934-9917-1f54cba40a69,2025-08-18T20:00:00+08:00,2025-08-18T20:00:00+08:00,rainfall,1.0
2102,6c39d4b5-ba0c-4934-9917-1f54cba40a69,2025-08-18T20:00:00+08:00,2025-08-18T20:10:00+08:00,rainfall,
2102,6c39d4b5-ba0c-4934-9917-1f54cba40a69,2025-08-18T20:00:00+08:00,2025-08-18T20:20:00+08:00,rainfall,1.0
2102,6c39d4b5-ba0c-4934-9917-1f54cba40a69,2025-08-18T20:00:00+08:00,2025-08-18T20:30:00+08:00,rainfall,
2102,6c39d4b5-ba0c-4934-9917-1f54cba40a69,2025-08-18T20:00:00+08:00,2025-08-18T20:40:00+08:00,rainfall,1.0
2102,6c39d4b5-ba0c-4934-9917-1f54cba40a69,2025-08-18T20:00:00+08:00,2025-08-18T20:50:00+08:00,rainfall,1.0
