station_id,station_name,metric,hour,sample_time,value
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,1.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,1.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,4.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,1.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,1.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,4.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
7,01A200,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
8,01A210,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
9,01A220,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
10,01A350,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
11,01A380,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
12,01A410,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
13,01A420,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
14,01A430,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:30:00+08:00,
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:40:00+08:00,0.0
15,01A440,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:50:00+08:00,
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:00:00+08:00,
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:10:00+08:00,
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,0.0
16,01A450,rainfall,2025-08-17T13:00:00+08:00,2025-08-17T13:20:00+08:00,1.0
